table,row,reason
vle,18429,Herington area test failed (D=57.7)
vle,18431,Herington area test failed (D=57.7)
vle,18432,Herington area test failed (D=57.7)
vle,18434,Herington area test failed (D=57.7)
vle,18437,Herington area test failed (D=57.7)
vle,18439,Herington area test failed (D=57.7)
vle,18440,Herington area test failed (D=57.7)
vle,18443,Herington area test failed (D=57.7)
vle,18444,Herington area test failed (D=57.7)
vle,18446,Herington area test failed (D=57.7)
vle,18448,Herington area test failed (D=57.7)
vle,18424,Herington area test failed (D=55.4)
vle,18426,Herington area test failed (D=55.4)
vle,18428,Herington area test failed (D=55.4)
vle,18430,Herington area test failed (D=55.4)
vle,18433,Herington area test failed (D=55.4)
vle,18435,Herington area test failed (D=55.4)
vle,18436,Herington area test failed (D=55.4)
vle,18438,Herington area test failed (D=55.4)
vle,18441,Herington area test failed (D=55.4)
vle,18442,Herington area test failed (D=55.4)
vle,18445,Herington area test failed (D=55.4)
vle,18447,Herington area test failed (D=55.4)
vle,18575,Herington area test failed (D=70.1)
vle,18585,Herington area test failed (D=70.1)
vle,18590,Herington area test failed (D=70.1)
vle,18597,Herington area test failed (D=70.1)
vle,18602,Herington area test failed (D=70.1)
vle,18608,Herington area test failed (D=70.1)
vle,18613,Herington area test failed (D=70.1)
vle,18622,Herington area test failed (D=70.1)
vle,18626,Herington area test failed (D=70.1)
vle,18581,Herington area test failed (D=97.6)
vle,18584,Herington area test failed (D=97.6)
vle,18586,Herington area test failed (D=97.6)
vle,18591,Herington area test failed (D=97.6)
vle,18594,Herington area test failed (D=97.6)
vle,18600,Herington area test failed (D=97.6)
vle,18606,Herington area test failed (D=97.6)
vle,18616,Herington area test failed (D=97.6)
vle,18624,Herington area test failed (D=97.6)
vle,18627,Herington area test failed (D=97.6)
vle,18574,Herington area test failed (D=81.3)
vle,18583,Herington area test failed (D=81.3)
vle,18589,Herington area test failed (D=81.3)
vle,18596,Herington area test failed (D=81.3)
vle,18601,Herington area test failed (D=81.3)
vle,18607,Herington area test failed (D=81.3)
vle,18612,Herington area test failed (D=81.3)
vle,18618,Herington area test failed (D=81.3)
vle,18628,Herington area test failed (D=81.3)
vle,18578,Herington area test failed (D=93.9)
vle,18582,Herington area test failed (D=93.9)
vle,18592,Herington area test failed (D=93.9)
vle,18598,Herington area test failed (D=93.9)
vle,18603,Herington area test failed (D=93.9)
vle,18609,Herington area test failed (D=93.9)
vle,18614,Herington area test failed (D=93.9)
vle,18621,Herington area test failed (D=93.9)
vle,18630,Herington area test failed (D=93.9)
vle,18576,Herington area test failed (D=100.0)
vle,18580,Herington area test failed (D=100.0)
vle,18587,Herington area test failed (D=100.0)
vle,18595,Herington area test failed (D=100.0)
vle,18604,Herington area test failed (D=100.0)
vle,18610,Herington area test failed (D=100.0)
vle,18615,Herington area test failed (D=100.0)
vle,18619,Herington area test failed (D=100.0)
vle,18629,Herington area test failed (D=100.0)
vle,18631,Herington area test failed (D=40.5)
vle,18633,Herington area test failed (D=40.5)
vle,18636,Herington area test failed (D=40.5)
vle,18639,Herington area test failed (D=40.5)
vle,18644,Herington area test failed (D=40.5)
vle,18649,Herington area test failed (D=40.5)
vle,18653,Herington area test failed (D=40.5)
vle,18658,Herington area test failed (D=40.5)
vle,18662,Herington area test failed (D=40.5)
vle,18668,Herington area test failed (D=40.5)
vle,18632,Herington area test failed (D=63.1)
vle,18634,Herington area test failed (D=63.1)
vle,18638,Herington area test failed (D=63.1)
vle,18641,Herington area test failed (D=63.1)
vle,18646,Herington area test failed (D=63.1)
vle,18650,Herington area test failed (D=63.1)
vle,18655,Herington area test failed (D=63.1)
vle,18659,Herington area test failed (D=63.1)
vle,18664,Herington area test failed (D=63.1)
vle,18667,Herington area test failed (D=63.1)
vle,18936,Herington area test failed (D=59.9)
vle,18937,Herington area test failed (D=59.9)
vle,18938,Herington area test failed (D=59.9)
vle,18939,Herington area test failed (D=59.9)
vle,18940,Herington area test failed (D=59.9)
vle,18941,Herington area test failed (D=59.9)
vle,18942,Herington area test failed (D=59.9)
vle,18943,Herington area test failed (D=59.9)
vle,18944,Herington area test failed (D=59.9)
vle,18945,Herington area test failed (D=59.9)
vle,18946,Herington area test failed (D=59.9)
vle,18947,Herington area test failed (D=59.9)
vle,18948,Herington area test failed (D=59.9)
vle,18949,Herington area test failed (D=59.9)
vle,18950,Herington area test failed (D=59.9)
vle,18951,Herington area test failed (D=59.9)
vle,18952,Herington area test failed (D=58.1)
vle,18953,Herington area test failed (D=58.1)
vle,18954,Herington area test failed (D=58.1)
vle,18955,Herington area test failed (D=58.1)
vle,18956,Herington area test failed (D=58.1)
vle,18957,Herington area test failed (D=58.1)
vle,18958,Herington area test failed (D=58.1)
vle,18959,Herington area test failed (D=58.1)
vle,18960,Herington area test failed (D=58.1)
vle,18961,Herington area test failed (D=58.1)
vle,18962,Herington area test failed (D=58.1)
vle,18963,Herington area test failed (D=58.1)
vle,18964,Herington area test failed (D=58.1)
vle,18965,Herington area test failed (D=58.1)
vle,18966,Herington area test failed (D=58.1)
vle,18983,Herington area test failed (D=99.6)
vle,18984,Herington area test failed (D=99.6)
vle,18985,Herington area test failed (D=99.6)
vle,18986,Herington area test failed (D=99.6)
vle,18987,Herington area test failed (D=99.6)
vle,18988,Herington area test failed (D=99.6)
vle,18989,Herington area test failed (D=99.6)
vle,18990,Herington area test failed (D=99.6)
vle,18991,Herington area test failed (D=99.6)
vle,18992,Herington area test failed (D=99.6)
vle,18993,Herington area test failed (D=99.6)
vle,18994,Herington area test failed (D=99.6)
vle,18995,Herington area test failed (D=99.6)
vle,18996,Herington area test failed (D=99.6)
vle,18997,Herington area test failed (D=99.6)
vle,18998,Herington area test failed (D=99.6)
vle,19537,Herington area test failed (D=36.4)
vle,19550,Herington area test failed (D=36.4)
vle,19557,Herington area test failed (D=36.4)
vle,19564,Herington area test failed (D=36.4)
vle,19574,Herington area test failed (D=36.4)
vle,19580,Herington area test failed (D=36.4)
vle,19589,Herington area test failed (D=36.4)
vle,19600,Herington area test failed (D=36.4)
vle,19611,Herington area test failed (D=36.4)
vle,19622,Herington area test failed (D=36.4)
vle,19535,Herington area test failed (D=46.8)
vle,19549,Herington area test failed (D=46.8)
vle,19559,Herington area test failed (D=46.8)
vle,19569,Herington area test failed (D=46.8)
vle,19575,Herington area test failed (D=46.8)
vle,19582,Herington area test failed (D=46.8)
vle,19592,Herington area test failed (D=46.8)
vle,19597,Herington area test failed (D=46.8)
vle,19607,Herington area test failed (D=46.8)
vle,19618,Herington area test failed (D=46.8)
vle,19531,Herington area test failed (D=100.0)
vle,19542,Herington area test failed (D=100.0)
vle,19553,Herington area test failed (D=100.0)
vle,19561,Herington area test failed (D=100.0)
vle,19567,Herington area test failed (D=100.0)
vle,19571,Herington area test failed (D=100.0)
vle,19585,Herington area test failed (D=100.0)
vle,19590,Herington area test failed (D=100.0)
vle,19604,Herington area test failed (D=100.0)
vle,19609,Herington area test failed (D=100.0)
vle,19620,Herington area test failed (D=100.0)
vle,19530,Herington area test failed (D=83.7)
vle,19534,Herington area test failed (D=83.7)
vle,19539,Herington area test failed (D=83.7)
vle,19543,Herington area test failed (D=83.7)
vle,19546,Herington area test failed (D=83.7)
vle,19555,Herington area test failed (D=83.7)
vle,19562,Herington area test failed (D=83.7)
vle,19565,Herington area test failed (D=83.7)
vle,19572,Herington area test failed (D=83.7)
vle,19576,Herington area test failed (D=83.7)
vle,19583,Herington area test failed (D=83.7)
vle,19588,Herington area test failed (D=83.7)
vle,19596,Herington area test failed (D=83.7)
vle,19602,Herington area test failed (D=83.7)
vle,19608,Herington area test failed (D=83.7)
vle,19613,Herington area test failed (D=83.7)
vle,19614,Herington area test failed (D=83.7)
vle,19529,Herington area test failed (D=82.6)
vle,19533,Herington area test failed (D=82.6)
vle,19538,Herington area test failed (D=82.6)
vle,19545,Herington area test failed (D=82.6)
vle,19551,Herington area test failed (D=82.6)
vle,19558,Herington area test failed (D=82.6)
vle,19568,Herington area test failed (D=82.6)
vle,19581,Herington area test failed (D=82.6)
vle,19587,Herington area test failed (D=82.6)
vle,19594,Herington area test failed (D=82.6)
vle,19601,Herington area test failed (D=82.6)
vle,19606,Herington area test failed (D=82.6)
vle,19616,Herington area test failed (D=82.6)
vle,19623,Herington area test failed (D=82.6)
vle,19528,Herington area test failed (D=72.3)
vle,19532,Herington area test failed (D=72.3)
vle,19536,Herington area test failed (D=72.3)
vle,19541,Herington area test failed (D=72.3)
vle,19544,Herington area test failed (D=72.3)
vle,19552,Herington area test failed (D=72.3)
vle,19560,Herington area test failed (D=72.3)
vle,19573,Herington area test failed (D=72.3)
vle,19579,Herington area test failed (D=72.3)
vle,19586,Herington area test failed (D=72.3)
vle,19595,Herington area test failed (D=72.3)
vle,19598,Herington area test failed (D=72.3)
vle,19605,Herington area test failed (D=72.3)
vle,19615,Herington area test failed (D=72.3)
vle,19621,Herington area test failed (D=72.3)
vle,19735,Herington area test failed (D=20.0)
vle,19736,Herington area test failed (D=20.0)
vle,19737,Herington area test failed (D=20.0)
vle,19738,Herington area test failed (D=20.0)
vle,19739,Herington area test failed (D=20.0)
vle,19740,Herington area test failed (D=20.0)
vle,19741,Herington area test failed (D=20.0)
vle,19742,Herington area test failed (D=20.0)
vle,19743,Herington area test failed (D=20.0)
vle,19744,Herington area test failed (D=20.0)
vle,19745,Herington area test failed (D=20.0)
vle,19746,Herington area test failed (D=20.0)
vle,19747,Herington area test failed (D=20.0)
vle,19748,Herington area test failed (D=20.0)
vle,19749,Herington area test failed (D=20.0)
vle,19750,Herington area test failed (D=20.0)
vle,19751,Herington area test failed (D=20.0)
vle,19752,Herington area test failed (D=20.0)
vle,19753,Herington area test failed (D=20.0)
vle,19754,Herington area test failed (D=20.0)
vle,19755,Herington area test failed (D=20.0)
vle,19756,Herington area test failed (D=20.0)
vle,19757,Herington area test failed (D=20.0)
vle,19758,Herington area test failed (D=20.0)
vle,19759,Herington area test failed (D=20.0)
vle,19760,Herington area test failed (D=20.0)
vle,19761,Herington area test failed (D=20.8)
vle,19762,Herington area test failed (D=20.8)
vle,19763,Herington area test failed (D=20.8)
vle,19764,Herington area test failed (D=20.8)
vle,19765,Herington area test failed (D=20.8)
vle,19766,Herington area test failed (D=20.8)
vle,19767,Herington area test failed (D=20.8)
vle,19768,Herington area test failed (D=20.8)
vle,19769,Herington area test failed (D=20.8)
vle,19770,Herington area test failed (D=20.8)
vle,19771,Herington area test failed (D=20.8)
vle,19772,Herington area test failed (D=20.8)
vle,19774,Herington area test failed (D=20.8)
vle,19775,Herington area test failed (D=20.8)
vle,19776,Herington area test failed (D=20.8)
vle,19782,Herington area test failed (D=20.8)
vle,19783,Herington area test failed (D=20.8)
vle,19784,Herington area test failed (D=20.8)
vle,19785,Herington area test failed (D=20.8)
vle,19786,Herington area test failed (D=20.8)
vle,19684,Herington area test failed (D=14.6)
vle,19685,Herington area test failed (D=14.6)
vle,19686,Herington area test failed (D=14.6)
vle,19687,Herington area test failed (D=14.6)
vle,19688,Herington area test failed (D=14.6)
vle,19689,Herington area test failed (D=14.6)
vle,19690,Herington area test failed (D=14.6)
vle,19691,Herington area test failed (D=14.6)
vle,19692,Herington area test failed (D=14.6)
vle,19693,Herington area test failed (D=14.6)
vle,19694,Herington area test failed (D=14.6)
vle,19695,Herington area test failed (D=14.6)
vle,19696,Herington area test failed (D=14.6)
vle,19697,Herington area test failed (D=14.6)
vle,19698,Herington area test failed (D=14.6)
vle,19699,Herington area test failed (D=14.6)
vle,19700,Herington area test failed (D=14.6)
vle,19701,Herington area test failed (D=14.6)
vle,19702,Herington area test failed (D=14.6)
vle,19703,Herington area test failed (D=14.6)
vle,19704,Herington area test failed (D=14.6)
vle,19705,Herington area test failed (D=14.6)
vle,19706,Herington area test failed (D=14.6)
vle,19707,Herington area test failed (D=14.6)
vle,19708,Herington area test failed (D=14.6)
vle,20640,Herington area test failed (D=94.7)
vle,20641,Herington area test failed (D=94.7)
vle,20647,Herington area test failed (D=94.7)
vle,20651,Herington area test failed (D=94.7)
vle,20660,Herington area test failed (D=94.7)
vle,20666,Herington area test failed (D=94.7)
vle,20675,Herington area test failed (D=94.7)
vle,20683,Herington area test failed (D=94.7)
vle,20696,Herington area test failed (D=94.7)
vle,20705,Herington area test failed (D=94.7)
vle,20714,Herington area test failed (D=94.7)
vle,20717,Herington area test failed (D=94.7)
vle,20644,Herington area test failed (D=100.0)
vle,20652,Herington area test failed (D=100.0)
vle,20659,Herington area test failed (D=100.0)
vle,20667,Herington area test failed (D=100.0)
vle,20677,Herington area test failed (D=100.0)
vle,20685,Herington area test failed (D=100.0)
vle,20695,Herington area test failed (D=100.0)
vle,20703,Herington area test failed (D=100.0)
vle,20708,Herington area test failed (D=100.0)
vle,20712,Herington area test failed (D=100.0)
vle,20718,Herington area test failed (D=100.0)
vle,21361,Herington area test failed (D=78.8)
vle,21365,Herington area test failed (D=78.8)
vle,21369,Herington area test failed (D=78.8)
vle,21371,Herington area test failed (D=78.8)
vle,21374,Herington area test failed (D=78.8)
vle,21378,Herington area test failed (D=78.8)
vle,21380,Herington area test failed (D=78.8)
vle,21384,Herington area test failed (D=78.8)
vle,21387,Herington area test failed (D=78.8)
vle,21390,Herington area test failed (D=78.8)
vle,21392,Herington area test failed (D=78.8)
vle,21363,Herington area test failed (D=68.7)
vle,21366,Herington area test failed (D=68.7)
vle,21368,Herington area test failed (D=68.7)
vle,21372,Herington area test failed (D=68.7)
vle,21375,Herington area test failed (D=68.7)
vle,21377,Herington area test failed (D=68.7)
vle,21381,Herington area test failed (D=68.7)
vle,21383,Herington area test failed (D=68.7)
vle,21386,Herington area test failed (D=68.7)
vle,21389,Herington area test failed (D=68.7)
vle,21393,Herington area test failed (D=68.7)
vle,21719,Herington area test failed (D=95.3)
vle,21720,Herington area test failed (D=95.3)
vle,21721,Herington area test failed (D=95.3)
vle,21722,Herington area test failed (D=95.3)
vle,21723,Herington area test failed (D=95.3)
vle,21724,Herington area test failed (D=95.3)
vle,21725,Herington area test failed (D=95.3)
vle,21726,Herington area test failed (D=95.3)
vle,21727,Herington area test failed (D=95.3)
vle,21728,Herington area test failed (D=95.3)
vle,21970,Herington area test failed (D=77.4)
vle,21971,Herington area test failed (D=77.4)
vle,21972,Herington area test failed (D=77.4)
vle,21973,Herington area test failed (D=77.4)
vle,21974,Herington area test failed (D=77.4)
vle,21976,Herington area test failed (D=77.4)
vle,21979,Herington area test failed (D=77.4)
vle,21983,Herington area test failed (D=77.4)
vle,21986,Herington area test failed (D=77.4)
vle,21988,Herington area test failed (D=77.4)
vle,21991,Herington area test failed (D=77.4)
vle,21993,Herington area test failed (D=77.4)
vle,21995,Herington area test failed (D=77.4)
vle,21998,Herington area test failed (D=77.4)
vle,22000,Herington area test failed (D=77.4)
vle,22002,Herington area test failed (D=77.4)
vle,22004,Herington area test failed (D=77.4)
vle,22005,Herington area test failed (D=77.4)
vle,22006,Herington area test failed (D=77.4)
vle,22008,Herington area test failed (D=77.4)
vle,22009,Herington area test failed (D=77.4)
vle,22011,Herington area test failed (D=77.4)
vle,22013,Herington area test failed (D=77.4)
vle,22016,Herington area test failed (D=77.4)
vle,22018,Herington area test failed (D=77.4)
vle,22020,Herington area test failed (D=77.4)
vle,22022,Herington area test failed (D=77.4)
vle,21975,Herington area test failed (D=100.0)
vle,21977,Herington area test failed (D=100.0)
vle,21978,Herington area test failed (D=100.0)
vle,21980,Herington area test failed (D=100.0)
vle,21981,Herington area test failed (D=100.0)
vle,21982,Herington area test failed (D=100.0)
vle,21984,Herington area test failed (D=100.0)
vle,21985,Herington area test failed (D=100.0)
vle,21987,Herington area test failed (D=100.0)
vle,21989,Herington area test failed (D=100.0)
vle,21990,Herington area test failed (D=100.0)
vle,21992,Herington area test failed (D=100.0)
vle,21994,Herington area test failed (D=100.0)
vle,21996,Herington area test failed (D=100.0)
vle,21997,Herington area test failed (D=100.0)
vle,21999,Herington area test failed (D=100.0)
vle,22001,Herington area test failed (D=100.0)
vle,22003,Herington area test failed (D=100.0)
vle,22007,Herington area test failed (D=100.0)
vle,22010,Herington area test failed (D=100.0)
vle,22012,Herington area test failed (D=100.0)
vle,22014,Herington area test failed (D=100.0)
vle,22015,Herington area test failed (D=100.0)
vle,22017,Herington area test failed (D=100.0)
vle,22019,Herington area test failed (D=100.0)
vle,22021,Herington area test failed (D=100.0)
vle,22023,Herington area test failed (D=100.0)
vle,22024,Herington area test failed (D=100.0)
vle,22025,Herington area test failed (D=100.0)
vle,22834,Herington area test failed (D=20.3)
vle,22840,Herington area test failed (D=20.3)
vle,22845,Herington area test failed (D=20.3)
vle,22854,Herington area test failed (D=20.3)
vle,22860,Herington area test failed (D=20.3)
vle,22869,Herington area test failed (D=20.3)
vle,22874,Herington area test failed (D=20.3)
vle,22878,Herington area test failed (D=20.3)
vle,22891,Herington area test failed (D=20.3)
vle,22908,Herington area test failed (D=20.3)
vle,22921,Herington area test failed (D=20.3)
vle,22833,Herington area test failed (D=30.4)
vle,22839,Herington area test failed (D=30.4)
vle,22842,Herington area test failed (D=30.4)
vle,22847,Herington area test failed (D=30.4)
vle,22853,Herington area test failed (D=30.4)
vle,22856,Herington area test failed (D=30.4)
vle,22859,Herington area test failed (D=30.4)
vle,22865,Herington area test failed (D=30.4)
vle,22867,Herington area test failed (D=30.4)
vle,22873,Herington area test failed (D=30.4)
vle,22877,Herington area test failed (D=30.4)
vle,22882,Herington area test failed (D=30.4)
vle,22888,Herington area test failed (D=30.4)
vle,22897,Herington area test failed (D=30.4)
vle,22905,Herington area test failed (D=30.4)
vle,22912,Herington area test failed (D=30.4)
vle,22836,Herington area test failed (D=50.9)
vle,22846,Herington area test failed (D=50.9)
vle,22855,Herington area test failed (D=50.9)
vle,22864,Herington area test failed (D=50.9)
vle,22872,Herington area test failed (D=50.9)
vle,22879,Herington area test failed (D=50.9)
vle,22883,Herington area test failed (D=50.9)
vle,22885,Herington area test failed (D=50.9)
vle,22895,Herington area test failed (D=50.9)
vle,22902,Herington area test failed (D=50.9)
vle,22914,Herington area test failed (D=50.9)
vle,22838,Herington area test failed (D=76.7)
vle,22848,Herington area test failed (D=76.7)
vle,22857,Herington area test failed (D=76.7)
vle,22863,Herington area test failed (D=76.7)
vle,22870,Herington area test failed (D=76.7)
vle,22876,Herington area test failed (D=76.7)
vle,22881,Herington area test failed (D=76.7)
vle,22889,Herington area test failed (D=76.7)
vle,22900,Herington area test failed (D=76.7)
vle,22910,Herington area test failed (D=76.7)
vle,22835,Herington area test failed (D=100.0)
vle,22843,Herington area test failed (D=100.0)
vle,22851,Herington area test failed (D=100.0)
vle,22858,Herington area test failed (D=100.0)
vle,22862,Herington area test failed (D=100.0)
vle,22866,Herington area test failed (D=100.0)
vle,22868,Herington area test failed (D=100.0)
vle,22886,Herington area test failed (D=100.0)
vle,22892,Herington area test failed (D=100.0)
vle,22898,Herington area test failed (D=100.0)
vle,22907,Herington area test failed (D=100.0)
vle,22917,Herington area test failed (D=100.0)
vle,24180,Herington area test failed (D=99.8)
vle,24187,Herington area test failed (D=99.8)
vle,24191,Herington area test failed (D=99.8)
vle,24195,Herington area test failed (D=99.8)
vle,24199,Herington area test failed (D=99.8)
vle,24205,Herington area test failed (D=99.8)
vle,24210,Herington area test failed (D=99.8)
vle,24215,Herington area test failed (D=99.8)
vle,24219,Herington area test failed (D=99.8)
vle,24225,Herington area test failed (D=99.8)
vle,24229,Herington area test failed (D=99.8)
vle,24230,Herington area test failed (D=99.8)
vle,24233,Herington area test failed (D=99.8)
vle,24234,Herington area test failed (D=99.8)
vle,24541,Herington area test failed (D=16.1)
vle,24542,Herington area test failed (D=16.1)
vle,24543,Herington area test failed (D=16.1)
vle,24544,Herington area test failed (D=16.1)
vle,24545,Herington area test failed (D=16.1)
vle,24546,Herington area test failed (D=16.1)
vle,24547,Herington area test failed (D=16.1)
vle,24548,Herington area test failed (D=16.1)
vle,24549,Herington area test failed (D=16.1)
vle,24550,Herington area test failed (D=16.1)
vle,24551,Herington area test failed (D=16.1)
vle,24552,Herington area test failed (D=16.1)
vle,24553,Herington area test failed (D=16.1)
vle,24554,Herington area test failed (D=16.1)
vle,24625,Herington area test failed (D=18.1)
vle,24626,Herington area test failed (D=18.1)
vle,24627,Herington area test failed (D=18.1)
vle,24628,Herington area test failed (D=18.1)
vle,24629,Herington area test failed (D=18.1)
vle,24630,Herington area test failed (D=18.1)
vle,24631,Herington area test failed (D=18.1)
vle,24632,Herington area test failed (D=18.1)
vle,24633,Herington area test failed (D=18.1)
vle,24634,Herington area test failed (D=18.1)
vle,24635,Herington area test failed (D=18.1)
vle,24636,Herington area test failed (D=18.1)
vle,24637,Herington area test failed (D=18.1)
vle,24916,Herington area test failed (D=15.3)
vle,24917,Herington area test failed (D=15.3)
vle,24918,Herington area test failed (D=15.3)
vle,24919,Herington area test failed (D=15.3)
vle,24920,Herington area test failed (D=15.3)
vle,24921,Herington area test failed (D=15.3)
vle,24922,Herington area test failed (D=15.3)
vle,24923,Herington area test failed (D=15.3)
vle,24924,Herington area test failed (D=15.3)
vle,24925,Herington area test failed (D=15.3)
vle,24926,Herington area test failed (D=15.3)
vle,24927,Herington area test failed (D=15.3)
vle,24928,Herington area test failed (D=15.3)
vle,24929,Herington area test failed (D=15.3)
vle,24944,Herington area test failed (D=13.1)
vle,24945,Herington area test failed (D=13.1)
vle,24946,Herington area test failed (D=13.1)
vle,24947,Herington area test failed (D=13.1)
vle,24948,Herington area test failed (D=13.1)
vle,24949,Herington area test failed (D=13.1)
vle,24950,Herington area test failed (D=13.1)
vle,24951,Herington area test failed (D=13.1)
vle,24952,Herington area test failed (D=13.1)
vle,24953,Herington area test failed (D=13.1)
vle,24954,Herington area test failed (D=13.1)
vle,24955,Herington area test failed (D=13.1)
vle,24956,Herington area test failed (D=13.1)
vle,24970,Herington area test failed (D=10.7)
vle,24971,Herington area test failed (D=10.7)
vle,24972,Herington area test failed (D=10.7)
vle,24973,Herington area test failed (D=10.7)
vle,24974,Herington area test failed (D=10.7)
vle,24975,Herington area test failed (D=10.7)
vle,24976,Herington area test failed (D=10.7)
vle,24977,Herington area test failed (D=10.7)
vle,24978,Herington area test failed (D=10.7)
vle,24979,Herington area test failed (D=10.7)
vle,24980,Herington area test failed (D=10.7)
vle,24981,Herington area test failed (D=10.7)
vle,24994,Herington area test failed (D=20.8)
vle,24995,Herington area test failed (D=20.8)
vle,24996,Herington area test failed (D=20.8)
vle,24997,Herington area test failed (D=20.8)
vle,24998,Herington area test failed (D=20.8)
vle,24999,Herington area test failed (D=20.8)
vle,25000,Herington area test failed (D=20.8)
vle,25001,Herington area test failed (D=20.8)
vle,25002,Herington area test failed (D=20.8)
vle,25003,Herington area test failed (D=20.8)
vle,25004,Herington area test failed (D=20.8)
vle,25005,Herington area test failed (D=20.8)
vle,25006,Herington area test failed (D=20.8)
vle,25020,Herington area test failed (D=15.9)
vle,25021,Herington area test failed (D=15.9)
vle,25022,Herington area test failed (D=15.9)
vle,25023,Herington area test failed (D=15.9)
vle,25024,Herington area test failed (D=15.9)
vle,25025,Herington area test failed (D=15.9)
vle,25026,Herington area test failed (D=15.9)
vle,25027,Herington area test failed (D=15.9)
vle,25028,Herington area test failed (D=15.9)
vle,25029,Herington area test failed (D=15.9)
vle,25030,Herington area test failed (D=15.9)
vle,25031,Herington area test failed (D=15.9)
vle,25032,Herington area test failed (D=15.9)
vle,25033,Herington area test failed (D=15.9)
vle,25034,Herington area test failed (D=44.3)
vle,25035,Herington area test failed (D=44.3)
vle,25036,Herington area test failed (D=44.3)
vle,25037,Herington area test failed (D=44.3)
vle,25038,Herington area test failed (D=44.3)
vle,25039,Herington area test failed (D=44.3)
vle,25040,Herington area test failed (D=44.3)
vle,25041,Herington area test failed (D=44.3)
vle,25042,Herington area test failed (D=44.3)
vle,25043,Herington area test failed (D=44.3)
vle,25044,Herington area test failed (D=44.3)
vle,25045,Herington area test failed (D=44.3)
vle,25046,Herington area test failed (D=44.3)
vle,25047,Herington area test failed (D=44.3)
vle,25066,Herington area test failed (D=22.3)
vle,25067,Herington area test failed (D=22.3)
vle,25068,Herington area test failed (D=22.3)
vle,25069,Herington area test failed (D=22.3)
vle,25070,Herington area test failed (D=22.3)
vle,25071,Herington area test failed (D=22.3)
vle,25072,Herington area test failed (D=22.3)
vle,25073,Herington area test failed (D=22.3)
vle,25074,Herington area test failed (D=22.3)
vle,25075,Herington area test failed (D=22.3)
vle,25076,Herington area test failed (D=22.3)
vle,25077,Herington area test failed (D=22.3)
vle,25078,Herington area test failed (D=22.3)
vle,25590,Herington area test failed (D=12.1)
vle,25591,Herington area test failed (D=12.1)
vle,25592,Herington area test failed (D=12.1)
vle,25593,Herington area test failed (D=12.1)
vle,25594,Herington area test failed (D=12.1)
vle,25595,Herington area test failed (D=12.1)
vle,25596,Herington area test failed (D=12.1)
vle,25597,Herington area test failed (D=12.1)
vle,25598,Herington area test failed (D=12.1)
vle,25599,Herington area test failed (D=12.1)
vle,25600,Herington area test failed (D=12.1)
vle,25601,Herington area test failed (D=12.1)
vle,25602,Herington area test failed (D=12.1)
vle,26327,Herington area test failed (D=100.0)
vle,26328,Herington area test failed (D=100.0)
vle,26329,Herington area test failed (D=100.0)
vle,26330,Herington area test failed (D=100.0)
vle,26331,Herington area test failed (D=100.0)
vle,26332,Herington area test failed (D=100.0)
vle,26333,Herington area test failed (D=100.0)
vle,26334,Herington area test failed (D=100.0)
vle,26335,Herington area test failed (D=100.0)
vle,26336,Herington area test failed (D=100.0)
vle,26337,Herington area test failed (D=100.0)
vle,26338,Herington area test failed (D=100.0)
vle,26339,Herington area test failed (D=100.0)
vle,26340,Herington area test failed (D=100.0)
vle,26341,Herington area test failed (D=100.0)
vle,26342,Herington area test failed (D=100.0)
vle,27617,Herington area test failed (D=100.0)
vle,27618,Herington area test failed (D=100.0)
vle,27619,Herington area test failed (D=100.0)
vle,27620,Herington area test failed (D=100.0)
vle,27621,Herington area test failed (D=100.0)
vle,27622,Herington area test failed (D=100.0)
vle,27623,Herington area test failed (D=100.0)
vle,27624,Herington area test failed (D=100.0)
vle,27625,Herington area test failed (D=100.0)
vle,27626,Herington area test failed (D=100.0)
vle,27627,Herington area test failed (D=100.0)
vle,27628,Herington area test failed (D=100.0)
vle,27629,Herington area test failed (D=100.0)
vle,27630,Herington area test failed (D=100.0)
vle,27631,Herington area test failed (D=100.0)
vle,27632,Herington area test failed (D=100.0)
vle,27633,Herington area test failed (D=100.0)
vle,27634,Herington area test failed (D=100.0)
vle,27635,Herington area test failed (D=100.0)
vle,27636,Herington area test failed (D=100.0)
vle,27637,Herington area test failed (D=100.0)
vle,27638,Herington area test failed (D=100.0)
vle,27639,Herington area test failed (D=100.0)
vle,27640,Herington area test failed (D=100.0)
vle,27641,Herington area test failed (D=100.0)
vle,27642,Herington area test failed (D=100.0)
vle,27591,Herington area test failed (D=21.4)
vle,27592,Herington area test failed (D=21.4)
vle,27593,Herington area test failed (D=21.4)
vle,27594,Herington area test failed (D=21.4)
vle,27595,Herington area test failed (D=21.4)
vle,27596,Herington area test failed (D=21.4)
vle,27597,Herington area test failed (D=21.4)
vle,27598,Herington area test failed (D=21.4)
vle,27599,Herington area test failed (D=21.4)
vle,27600,Herington area test failed (D=21.4)
vle,27601,Herington area test failed (D=21.4)
vle,27602,Herington area test failed (D=21.4)
vle,27603,Herington area test failed (D=21.4)
vle,27604,Herington area test failed (D=21.4)
vle,27605,Herington area test failed (D=21.4)
vle,27606,Herington area test failed (D=21.4)
vle,27607,Herington area test failed (D=21.4)
vle,27608,Herington area test failed (D=21.4)
vle,27609,Herington area test failed (D=21.4)
vle,27610,Herington area test failed (D=21.4)
vle,27611,Herington area test failed (D=21.4)
vle,27612,Herington area test failed (D=21.4)
