name,formula,inchikey,smiles,source
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,C15H28F6N2O4S2,IZSJXAHBNZXKSK-UHFFFAOYSA-N,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-1-pentylpiperidinium bis(trifluoromethanesulfonyl)imide,C13H24F6N2O4S2,VAYVIEMGFGCACR-UHFFFAOYSA-N,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-1-pentylpiperidinium bromide,C11H24BrN,OEJQUWWQGXEOAP-UHFFFAOYSA-M,CCCCC[N+]1(C)CCCCC1.[Br-],xml_inchi
1-methyl-1-pentylpyrrolidinium bromide,C10H22BrN,BMGVHOVMBWETQT-UHFFFAOYSA-M,CCCCC[N+]1(C)CCCC1.[Br-],xml_inchi
1-methyl-1-propyl-piperidinium chloride,C9H20ClN,JDSAJETWNWVTER-UHFFFAOYSA-M,CCC[N+]1(C)CCCCC1.[Cl-],xml_inchi
1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,C9H20F2N2O4S2,BGMNWBQPCOEGHI-UHFFFAOYSA-N,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,xml_inchi
1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,C11H20F6N2O4S2,IEFUHGXOQSVRDQ-UHFFFAOYSA-N,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-1-propylpiperidinium bromide,C9H20BrN,CSANMXKHSHGXNC-UHFFFAOYSA-M,CCC[N+]1(C)CCCCC1.[Br-],xml_inchi
1-methyl-1-propylpiperidinium hexafluorophosphate,C9H20F6NP,CDBFWKDOZHJELY-UHFFFAOYSA-N,CCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,xml_inchi
1-methyl-1-propylpiperidinium triflate,C10H20F3NO3S,YVZHLHGXHYMCOC-UHFFFAOYSA-M,CCC[N+]1(C)CCCCC1.O=S(=O)([O-])C(F)(F)F,xml_inchi
1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,C8H18F2N2O4S2,RXKLBLXXQQRGJH-UHFFFAOYSA-N,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,xml_inchi
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,C10H18F6N2O4S2,DKNRELLLVOYIIB-UHFFFAOYSA-N,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-1-propylpyrrolidinium bromide,C8H18BrN,VLJAZZWDBWKZBL-UHFFFAOYSA-M,CCC[N+]1(C)CCCC1.[Br-],xml_inchi
1-methyl-1-propylpyrrolidinium dicyanamide,C10H18N4,SORLFCHAANOJJA-UHFFFAOYSA-N,CCC[N+]1(C)CCCC1.N#C[N-]C#N,xml_inchi
1-methyl-1-propylpyrrolidinium hexafluorophosphate,C8H18F6NP,LDIDCWZPAKUACM-UHFFFAOYSA-N,CCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,xml_inchi
1-methyl-1-propylpyrrolidinium triflate,C9H18F3NO3S,HLZKCDBHBYYCMM-UHFFFAOYSA-M,CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,xml_inchi
1-methyl-1H-imidazol-3-ium 2-hydroxypropanoate,C7H12N2O3,HRIHPWAGNIIASV-UHFFFAOYSA-N,CC(O)C(=O)O.Cn1ccnc1,xml_inchi
1-methyl-1H-imidazol-3-ium propionate,C7H12N2O2,ZXSFYJIFABEQTK-UHFFFAOYSA-N,CCC(=O)O.Cn1ccnc1,xml_inchi
"1-methyl-1H-imidazole-4,5-dicarbonitrile",C6H4N4,SUOVGHDPXJUFME-UHFFFAOYSA-N,Cn1cnc(C#N)c1C#N,xml_inchi
"1-methyl-1H-imidazolium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",C24H44N2O7S,JIEKUIDEVNCGEX-UHFFFAOYSA-N,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O.Cn1ccnc1,xml_inchi
1-methyl-1H-pyrazole,C4H6N2,UQFQONCQIQEYPJ-UHFFFAOYSA-N,Cn1cccn1,xml_inchi
"1-methyl-2,4(1H,3H)-pyrimidinedione",C5H6N2O2,XBCXJKGHPABGSD-UHFFFAOYSA-N,Cn1ccc(O)nc1=O,xml_inchi
1-methyl-2-phenylindole,C15H13N,SFWZZSXCWQTORH-UHFFFAOYSA-N,Cn1c(-c2ccccc2)cc2ccccc21,xml_inchi
1-methyl-2-piperidinemethanol,C7H15NO,HXXJMMLIEYAFOZ-UHFFFAOYSA-N,CN1CCCCC1CO,xml_inchi
1-methyl-2-piperidone,C6H11NO,GGYVTHJIUNGKFZ-UHFFFAOYSA-N,CN1CCCCC1=O,xml_inchi
1-methyl-2-pyrrolidinone benzenesulfonate,C11H15NO4S,ZBFATZZXYCYQHK-UHFFFAOYSA-N,CN1CCCC1=O.O=S(=O)(O)c1ccccc1,xml_inchi
1-methyl-2-pyrrolidinone p-toluenesulfonate,C12H17NO4S,WUQURFQLGPUPSR-UHFFFAOYSA-N,CN1CCCC1=O.Cc1ccc(S(=O)(=O)O)cc1,xml_inchi
1-methyl-2-pyrrolidonium methylsulfonate,C6H13NO4S,NTSJRFHRTPPSND-UHFFFAOYSA-N,CN1CCCC1=O.CS(=O)(=O)O,xml_inchi
1-methyl-2-thiourea,C2H6N2S,KQJQICVXLJTWQD-UHFFFAOYSA-N,CNC(=N)S,xml_inchi
"1-methyl-3,5-bis(2-methylpropoxy)benzene",C15H24O2,MVPLXYAJSPUOTN-UHFFFAOYSA-N,Cc1cc(OCC(C)C)cc(OCC(C)C)c1,xml_inchi
"1-methyl-3,5-bis(2-phenylethoxy)benzene",C23H24O2,BMRJNIRVLVSODT-UHFFFAOYSA-N,Cc1cc(OCCc2ccccc2)cc(OCCc2ccccc2)c1,xml_inchi
"1-methyl-3,5-bis(propan-2-yloxy)benzene",C13H20O2,IHEARZCPQSZIPL-UHFFFAOYSA-N,Cc1cc(OC(C)C)cc(OC(C)C)c1,xml_inchi
1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide,C9H13F6N3O4S2,RVXJUYCYIAFDIB-UHFFFAOYSA-N,CC(C)n1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-3-(1-methylethyl)imidazolium hexafluorophosphate,C7H13F6N2P,GKHLGBORONYAGC-UHFFFAOYSA-N,CC(C)n1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,xml_inchi
1-methyl-3-(1-methylethyl)imidazolium iodide,C7H13IN2,DBQJQWJYYAOEGT-UHFFFAOYSA-M,CC(C)n1cc[n+](C)c1.[I-],xml_inchi
1-methyl-3-(1-methylpropyl)imidazolium bis(trifluoromethylsulfonyl)imide,C10H15F6N3O4S2,BEBRLXUSBAFEDU-UHFFFAOYSA-N,CCC(C)n1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
"1-methyl-3-(3,3,4,4,4-pentafluorobutyl)-1H-imidazolium bis((trifluoromethyl)sulfonyl)imide",C10H10F11N3O4S2,CLVBQUCHWCPFND-UHFFFAOYSA-N,C[n+]1ccn(CCC(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C12H12F15N3O4S2,IVQODHSYCBTSSC-UHFFFAOYSA-O,C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
"1-methyl-3-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)imidazolium bis(trifluoromethylsulfonyl)imide",C14H10F19N3O4S2,FOBHPPDDGZSJIJ-UHFFFAOYSA-N,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),C14H21N9,USLPYMAUOGWNSK-UHFFFAOYSA-N,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,xml_inchi
"1-methyl-3-(3-phenylpropyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C15H17F6N3O4S2,GTFUEQWLQFCAIG-UHFFFAOYSA-N,C[n+]1ccn(CCCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-3-(3-sulfopropyl)-imidazolium hydrogensulfate,C7H14N2O7S2,MZSUDKIEOLKNCT-UHFFFAOYSA-N,C[n+]1ccn(CCCS(=O)(=O)[O-])c1.O=S(=O)(O)O,xml_inchi
1-methyl-3-(4-sulfobutyl)-imidazolium hydrogensulfate,C8H16N2O7S2,IEKJIBPFXKAASL-UHFFFAOYSA-N,C[n+]1ccn(CCCCS(=O)(=O)[O-])c1.O=S(=O)(O)O,xml_inchi
"1-methyl-3-(9E)-9-octadecen-1-yl-1H-Imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C24H41F6N3O4S2,LJWNFOHWALIERO-ASTDGNLGSA-N,CCCCCCCC/C=C/CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
"1-methyl-3-(9Z,12Z)-9,12-octadecadien-1-yl-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C24H39F6N3O4S2,UNVZOXZQTPTQFI-VRQRTIRHSA-N,CCCCC/C=C\C/C=C\CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-3-(propoxymethyl)-1H-imidazolium bis[(trifluoromethyl)sulfonyl]imide,C10H15F6N3O5S2,XUXLNLDGUFRISA-UHFFFAOYSA-N,CCCOCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-3-(propoxymethyl)-1H-imidazolium dicyanamide,C10H15N5O,YKFYAVZHUIRRMU-UHFFFAOYSA-N,CCCOCn1cc[n+](C)c1.N#C[N-]C#N,xml_inchi
1-methyl-3-(propoxymethyl)-1H-imidazolium tetrafluoroborate,C8H15BF4N2O,KZJKWYZGXSLOPN-UHFFFAOYSA-N,CCCOCn1cc[n+](C)c1.F[B-](F)(F)F,xml_inchi
1-methyl-3-(trimethylsilylmethyl)imidazolium chloride,C8H17ClN2Si,XRNWIYJNJAPLNK-UHFFFAOYSA-M,C[n+]1ccn(C[Si](C)(C)C)c1.[Cl-],xml_inchi
1-methyl-3-hexylimidazolium chloroindium,C10H19Cl4InN2,QVBFBHUOUHHIKO-UHFFFAOYSA-J,CCCCCCn1cc[n+](C)c1.[Cl-].[Cl-].[Cl-].[Cl-].[In+3],xml_inchi
1-methyl-3-hexylimidazolium perfluorobutanesulfonate,C14H19F9N2O3S,NODHBHDZBHMEGJ-UHFFFAOYSA-M,CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,xml_inchi
1-methyl-3-nonylimidazolium bis(trifluoromethanesulfonyl)imide,C15H25F6N3O4S2,AAIYRAHOVOMURT-UHFFFAOYSA-N,CCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-3-nonylimidazolium bromide,C13H25BrN2,PNDVRZACZRXZDZ-UHFFFAOYSA-M,CCCCCCCCCn1cc[n+](C)c1.[Br-],xml_inchi
"1-methyl-3-octyl-1H-imidazol-3-ium 1,1,2,2-tetrafluoroethane-1-sulfonate",C14H24F4N2O3S,KPTIHKIMIVDQEG-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F,xml_inchi
1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,C17H31N3O2,JAXADCXRJZMRSP-VWMHFEHESA-M,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@@H]1CCCN1,xml_inchi
1-methyl-3-octyl-1H-imidazol-3-ium L-serinate,C15H29N3O3,FYFKWSMYUWPHGS-WNQIDUERSA-M,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],xml_inchi
1-methyl-3-octyl-1H-imidazolium iodide,C12H23IN2,KRLZUNVVBLGDJV-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.[I-],xml_inchi
1-methyl-3-octyl-1H-imidazolium perchlorate,C12H23ClN2O4,QPIPLZKGLUGAOK-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-],xml_inchi
1-methyl-3-octyl-1H-imidazolium thiocyanate,C13H23N3S,OTERYPLVSMOTOM-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.N#C[S-],xml_inchi
1-methyl-3-octylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,C17H34N2O6S,PZFSKXKDHVSKPC-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],xml_inchi
1-methyl-3-octylimidazolium L-alaninate,C15H29N3O2,TZQLKZLDUVTPGH-WNQIDUERSA-M,CCCCCCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],xml_inchi
1-methyl-3-octylimidazolium L-asparaginate,C16H30N4O3,OJUWEGYMXARHRY-WNQIDUERSA-M,CCCCCCCCn1cc[n+](C)c1.N=C([O-])C[C@H](N)C(=O)O,xml_inchi
1-methyl-3-octylimidazolium L-glutamate,C17H31N3O4,DULQNFYMSPFZKB-HVDRVSQOSA-M,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CCC(=O)[O-])C(=O)O,xml_inchi
1-methyl-3-octylimidazolium acetate,C14H26N2O2,OCKSGCYIEVTYRG-UHFFFAOYSA-M,CC(=O)[O-].CCCCCCCCn1cc[n+](C)c1,xml_inchi
1-methyl-3-octylimidazolium bromide,C12H23BrN2,URVSXZLUUCVGQM-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.[Br-],xml_inchi
1-methyl-3-octylimidazolium chloride,C12H23ClN2,OXFBEEDAZHXDHB-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.[Cl-],xml_inchi
1-methyl-3-octylimidazolium ethyl sulfate,C14H28N2O4S,YDMLBQXMMZWXQM-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.CCOS(=O)(=O)[O-],xml_inchi
1-methyl-3-octylimidazolium glycinate,C14H27N3O2,XHLFJGMVGOZLER-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.NCC(=O)[O-],xml_inchi
1-methyl-3-octylimidazolium methyl sulfate,C13H26N2O4S,VKWOWBCOOXOPDA-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],xml_inchi
1-methyl-3-octylimidazolium nitrate,C12H23N3O3,NQHPXYPSGSMQMA-UHFFFAOYSA-N,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],xml_inchi
1-methyl-3-octylimidazolium perfluorobutanesulfonate,C16H23F9N2O3S,UOYPBMPPFOQUMO-UHFFFAOYSA-M,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,xml_inchi
1-methyl-3-octylimidazolium tetrachloroaluminate,C12H23AlCl4N2,MJGRWDPGOWPIEF-UHFFFAOYSA-J,CCCCCCCCn1cc[n+](C)c1.[Al+3].[Cl-].[Cl-].[Cl-].[Cl-],xml_inchi
1-methyl-3-octylimidazolium tetracyanoborate,C16H23BN6,UIKCNQMTBXKTKA-UHFFFAOYSA-N,CCCCCCCCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,xml_inchi
1-methyl-3-octylimidazolium tetrafluoroborate,C12H23BF4N2,GXZCAMSPWNHTAE-UHFFFAOYSA-N,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,xml_inchi
1-methyl-3-octylimidazolium tricyanomethanide,C16H23N5,GANRCTJBAMDDJO-UHFFFAOYSA-N,CCCCCCCCn1cc[n+](C)c1.N#CC(=C=[N-])C#N,xml_inchi
1-methyl-3-pentyl-imidazolium tetrafluoroborate,C9H17BF4N2,CDIQMBNDCKZATK-UHFFFAOYSA-N,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,xml_inchi
"1-methyl-3-pentylimidazolium 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",C13H17F10N3O4S2,DDPANKYYTPHEBS-UHFFFAOYSA-N,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,xml_inchi
1-methyl-3-pentylimidazolium acetate,C11H20N2O2,CXAHSGISBABREK-UHFFFAOYSA-M,CC(=O)[O-].CCCCCn1cc[n+](C)c1,xml_inchi
1-methyl-3-pentylimidazolium aluminum tetrachloride,C9H17AlCl4N2,SAOCHIIQAKLULD-UHFFFAOYSA-J,CCCCCn1cc[n+](C)c1.[Al+3].[Cl-].[Cl-].[Cl-].[Cl-],xml_inchi
1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,C11H17F6N3O4S2,PIZIXRLDZQRSNU-UHFFFAOYSA-N,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-3-pentylimidazolium chloride,C9H17ClN2,VDOZZSUYAITQGI-UHFFFAOYSA-M,CCCCCn1cc[n+](C)c1.[Cl-],xml_inchi
1-methyl-3-pentylimidazolium dihydrogen phosphate,C9H19N2O4P,MVFLQJFVWDTXNT-UHFFFAOYSA-M,CCCCCn1cc[n+](C)c1.O=P([O-])(O)O,xml_inchi
1-methyl-3-pentylimidazolium gallium tetrachloride,C9H17Cl4GaN2,GQYRHSOWJVMGCL-UHFFFAOYSA-J,CCCCCn1cc[n+](C)c1.[Cl-].[Cl-].[Cl-].[Cl-].[Ga+3],xml_inchi
1-methyl-3-pentylimidazolium hexafluorophosphate,C9H17F6N2P,FONXQLHVCRQLQO-UHFFFAOYSA-N,CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,xml_inchi
1-methyl-3-pentylimidazolium nitrate,C9H17N3O3,QXWZIVIYBYMZHD-UHFFFAOYSA-N,CCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],xml_inchi
1-methyl-3-pentylimidazolium tetrachloroindate,C9H17Cl4InN2,FWRXVHBMFJNOFW-UHFFFAOYSA-J,CCCCCn1cc[n+](C)c1.[Cl-].[Cl-].[Cl-].[Cl-].[In+3],xml_inchi
1-methyl-3-piperidinol,C6H13NO,UKANCZCEGQDKGF-UHFFFAOYSA-N,CN1CCCC(O)C1,xml_inchi
"1-methyl-3-propyl-1H-imidazolium 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonimidate",C11H13F10N3O4S2,PTVBRLIYPZAJCD-UHFFFAOYSA-N,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,xml_inchi
1-methyl-3-propylimidazolium L-serinate,C10H19N3O3,VRCPCIVUBYIOSL-WNQIDUERSA-M,CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],xml_inchi
1-methyl-3-propylimidazolium L-valinate,C12H23N3O2,BZFQFZRGKMPALD-VWMHFEHESA-M,CC(C)[C@H](N)C(=O)[O-].CCCn1cc[n+](C)c1,xml_inchi
1-methyl-3-propylimidazolium bis(fluorosulfonyl)imide,C7H13F2N3O4S2,DQSOZEPPOMPKCT-UHFFFAOYSA-N,CCCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,xml_inchi
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,C9H13F6N3O4S2,CDWUIWLQQDTHRA-UHFFFAOYSA-N,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methyl-3-propylimidazolium bromide,C7H13BrN2,AJRFBXAXVLBZMP-UHFFFAOYSA-M,CCCn1cc[n+](C)c1.[Br-],xml_inchi
1-methyl-3-propylimidazolium chloride,C7H13ClN2,JOLFMOZUQSZTML-UHFFFAOYSA-M,CCCn1cc[n+](C)c1.[Cl-],xml_inchi
1-methyl-3-propylimidazolium dicyanamide,C9H13N5,XXNPFKNRVDVTAT-UHFFFAOYSA-N,CCCn1cc[n+](C)c1.N#C[N-]C#N,xml_inchi
1-methyl-3-propylimidazolium dihydrogen phosphate,C7H15N2O4P,KZOUQYVVPDUKEU-UHFFFAOYSA-M,CCCn1cc[n+](C)c1.O=P([O-])(O)O,xml_inchi
1-methyl-3-propylimidazolium hexafluorophosphate,C7H13F6N2P,ROYQXQQTAUMBJC-UHFFFAOYSA-N,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,xml_inchi
1-methyl-3-propylimidazolium iodide,C7H13IN2,IVCMUVGRRDWTDK-UHFFFAOYSA-M,CCCn1cc[n+](C)c1.[I-],xml_inchi
1-methyl-3-propylimidazolium nitrate,C7H13N3O3,CXDMRCZRKKTIOZ-UHFFFAOYSA-N,CCCn1cc[n+](C)c1.O=[N+]([O-])[O-],xml_inchi
1-methyl-3-propylpyridinium hexafluorophosphate,C9H14F6NP,MTNMHAOBPKOECR-UHFFFAOYSA-N,CCCc1ccc[n+](C)c1.F[P-](F)(F)(F)(F)F,xml_inchi
1-methyl-3-tetradecylimidazolium bromide,C18H35BrN2,ZKPSZHWFVLHSJM-UHFFFAOYSA-M,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],xml_inchi
1-methyl-3-tetradecylimidazolium chloride,C18H35ClN2,SDXDXENAFAXVMX-UHFFFAOYSA-M,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],xml_inchi
1-methyl-4-(1-methylethenyl)-7-oxabicyclo[4.1.0]heptane,C10H16O,CCEFMUBVSUDRLG-UHFFFAOYSA-N,C=C(C)C1CCC2(C)OC2C1,xml_inchi
1-methyl-4-(1-methylethenyl)cyclohexene,C10H16,XMGQYMWWDOXHJM-UHFFFAOYSA-N,C=C(C)C1CC=C(C)CC1,xml_inchi
"1-methyl-4-(1-methylethyl)-1,4-cyclohexadiene",C10H16,YKFLAYDHMOASIY-UHFFFAOYSA-N,CC1=CCC(C(C)C)=CC1,xml_inchi
1-methyl-4-(1-methylethyl)-7-oxabicyclo[2.2.1]heptane,C10H18O,RFFOTVCVTJUTAD-UHFFFAOYSA-N,CC(C)C12CCC(C)(CC1)O2,xml_inchi
1-methyl-4-(methylsulfonyl)benzene,C8H10O2S,YYDNBUBMBZRNQQ-UHFFFAOYSA-N,Cc1ccc(S(C)(=O)=O)cc1,xml_inchi
1-methyl-4-nitrobenzene,C7H7NO2,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1,xml_inchi
1-methyl-4-nitropyrazole,C4H5N3O2,CZVJIVYLYOVBRP-UHFFFAOYSA-N,Cn1cc([N+](=O)[O-])cn1,xml_inchi
1-methyl-4-oxopiperidine,C6H11NO,HUUPVABNAQUEJW-UHFFFAOYSA-N,CN1CCC(=O)CC1,xml_inchi
1-methyl-4-piperidinol,C6H13NO,BAUWRHPMUVYFOD-UHFFFAOYSA-N,CN1CCC(O)CC1,xml_inchi
1-methyl-9H-fluorene,C14H12,GKEUODMJRFDLJY-UHFFFAOYSA-N,Cc1cccc2c1Cc1ccccc1-2,xml_inchi
1-methylanthracene,C15H12,KZNJSFHJUQDYHE-UHFFFAOYSA-N,Cc1cccc2cc3ccccc3cc12,xml_inchi
1-methylazacycloheptan-2-one,C7H13NO,ZWXPDGCFMMFNRW-UHFFFAOYSA-N,CN1CCCCCC1=O,xml_inchi
1-methylbenzimidazole,C8H8N2,FGYADSCZTQOAFK-UHFFFAOYSA-N,Cn1cnc2ccccc21,xml_inchi
1-methylbutyl butanoate,C9H18O2,DJOCFLQKCMWABC-UHFFFAOYSA-N,CCCC(=O)OC(C)CCC,xml_inchi
"1-methylethyl 1,1-dimethylethyl ether",C7H16O,HNFSPSWQNZVCTB-UHFFFAOYSA-N,CC(C)OC(C)(C)C,xml_inchi
1-methylethyl 2-methyl-2-propenoate,C7H12O2,BOQSSGDQNWEFSX-UHFFFAOYSA-N,C=C(C)C(=O)OC(C)C,xml_inchi
1-methylethyl 2-propenoate,C6H10O2,LYBIZMNPXTXVMV-UHFFFAOYSA-N,C=CC(=O)OC(C)C,xml_inchi
1-methylethyl ethanoate,C5H10O2,JMMWKPVZQRWMSS-UHFFFAOYSA-N,CC(=O)OC(C)C,xml_inchi
1-methylethyl propanoate,C6H12O2,IJMWOMHMDSDKGK-UHFFFAOYSA-N,CCC(=O)OC(C)C,xml_inchi
1-methylethyl tetradecanoate,C17H34O2,AXISYYRBXTVTFY-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC(C)C,xml_inchi
1-methylheptylamine,C8H19N,HBXNJMZWGSCKPW-UHFFFAOYSA-N,CCCCCCC(C)N,xml_inchi
1-methylhexylamine,C7H17N,VSRBKQFNFZQRBM-UHFFFAOYSA-N,CCCCCC(C)N,xml_inchi
1-methylhydantoin,C4H6N2O2,RHYBFKMFHLPQPH-UHFFFAOYSA-N,CN1CC(O)=NC1=O,xml_inchi
1-methylimidazole,C4H6N2,MCTWTZJPVLRJOU-UHFFFAOYSA-N,Cn1ccnc1,xml_inchi
1-methylimidazolium acetate,C6H10N2O2,PFZPMLROUDTELO-UHFFFAOYSA-N,CC(=O)O.Cn1ccnc1,xml_inchi
1-methylimidazolium bis(trifluoromethylsulfonyl)imide,C6H7F6N3O4S2,SDTAXUVLXYGRNE-UHFFFAOYSA-O,Cn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,xml_inchi
1-methylimidazolium bromide,C4H7BrN2,OOKUTCYPKPJYFV-UHFFFAOYSA-N,Br.Cn1ccnc1,xml_inchi
1-methylimidazolium chloride,C4H7ClN2,STCBHSHARMAIOM-UHFFFAOYSA-N,Cl.Cn1ccnc1,xml_inchi
1-methylimidazolium hydrogen sulfate,C4H8N2O4S,TVEOIQKGZSIMNG-UHFFFAOYSA-N,Cn1ccnc1.O=S(=O)(O)O,xml_inchi
1-methylimidazolium tetrafluoroborate,C4H7BF4N2,ULUZIIYGBKXRGN-UHFFFAOYSA-O,Cn1cc[nH+]c1.F[B-](F)(F)F,xml_inchi
1-methylindole,C9H9N,BLRHMMGNCXNXJL-UHFFFAOYSA-N,Cn1ccc2ccccc21,xml_inchi
