inchikey,name,C6_au,alpha_au
VFWCMGCRMGJXDK-UHFFFAOYSA-N,n-butyl_chloride,1842.9353933759885,64.32840336258926
NBRKLOOSMBRFMH-UHFFFAOYSA-N,tert-butyl_chloride,1848.8734149708114,64.4229240947217
QTBFPMKWQKYFLR-UHFFFAOYSA-N,isobutyl_chloride,1845.899347582599,64.39429814432783
FPYJFEHAWHCUMM-UHFFFAOYSA-N,maleic_anhydride,1292.9274577277188,55.04700612287255
OISVCGZHLKNMSJ-UHFFFAOYSA-N,"2,6-dimethylpyridine",3073.670761770002,87.045726381633
HWWYDZCSSYKIAD-UHFFFAOYSA-N,"3,5-dimethylpyridine",3069.237383131538,86.9648888778825
KFRVYYGHSPLXSZ-UHFFFAOYSA-N,ethyl_tert-pentyl_ether,3886.198068379347,92.38462403805198
NLHHRLWOUZZQLW-UHFFFAOYSA-N,acrylonitrile,656.4564904740581,40.54235065292899
CAWHJQAVHZEVTJ-UHFFFAOYSA-N,2-methyl_pyrazine,2033.2611989337247,70.61053323567207
YCOZIPAWZNQLMR-UHFFFAOYSA-N,n-pentadecane,14896.515235650051,181.55219473133445
IOQPZZOEVPZRBK-UHFFFAOYSA-N,n-octylamine,5248.3690544173805,107.98861901770604
MHZGKXUYDGKKIU-UHFFFAOYSA-N,n-decylamine,7799.054035763811,131.56684454647913
XFNJVJPLKCPIBV-UHFFFAOYSA-N,"1,3-propanediamine",1503.0725787634306,58.10591519553589
ZMANZCXQSJIPKH-UHFFFAOYSA-N,triethylamine,3223.848074676306,84.83214294142513
QWVGKYWNOKOFNN-UHFFFAOYSA-N,o-cresol,2848.999756637346,84.34976838946159
WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-dichloroethane",1246.4068233550572,53.32833563011209
QPFMBZIOSGYJDE-UHFFFAOYSA-N,"1,1,2,2-tetrachloroethane",2697.8324875958715,78.71979972481839
XSTXAVWGXDQKEL-UHFFFAOYSA-N,trichloroethylene,1752.260415716009,65.18114373748853
CYTYCFOTNPOANT-UHFFFAOYSA-N,tetrachloroethylene,2522.4745260229743,77.89572652769063
BTMVHUNTONAYDX-UHFFFAOYSA-N,n-butyl_propionate,3998.4292836523578,93.71497532465547
MCTWTZJPVLRJOU-UHFFFAOYSA-N,n-methylimidazole,1555.343560364488,61.48423461318946
LTEQMZWBSYACLV-UHFFFAOYSA-N,n-hexylbenzene,8009.8887017293155,138.7241806153174
AOPDRZXCEAKHHW-UHFFFAOYSA-N,di-n-pentyl_ether,7396.883570310981,127.5160160323168
PAAZPARNPHGIKF-UHFFFAOYSA-N,"1,2-dibromoethane",1781.1061693021652,66.1836801162115
PYLWMHQQBFSUBP-UHFFFAOYSA-N,fluorobenzene,1856.1032188851816,68.54763351056381
ZJMWRROPUADPEA-SECBINFHSA-N,sec-butylbenzene,5431.44529524787,115.25184713029222
BTFJIXJJCSYFAL-UHFFFAOYSA-N,1-eicosanol,27254.69106797073,244.90107023973445
IIYFAKIEWZDVMP-UHFFFAOYSA-N,n-tridecane,11273.18191998797,157.95686960731973
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,n-methylacetamide,1154.054470902838,50.970989779451415
CBTVGIZVANVGBH-UHFFFAOYSA-N,2-amino-2-methyl-1-propanol_(amp),1963.8923051946358,65.63319488003039
WFDIJRYMOXRFFG-UHFFFAOYSA-N,acetic_anhydride,1663.7282732882713,60.488934928992286
KAKZBPTYRLMSJV-UHFFFAOYSA-N,"1,3-butadiene",969.790342218133,50.34907195432805
OWBTYPJTUOEWEK-ZXZARUISSA-N,"2,3-butanediol",1753.519785018454,61.25586690021851
HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,2581.70976284667,76.50124534134069
RWGFKTVRMDUZSP-UHFFFAOYSA-N,cumene,4326.008694575255,103.46338448550401
JRZJOMJEPLMPRA-UHFFFAOYSA-N,1-nonene,5271.6888804407745,110.07148637349748
MELUCTCJOARQQG-UHFFFAOYSA-N,2-hexyne,2117.1465780647086,70.09120808434116
DQQNMIPXXNPGCV-UHFFFAOYSA-N,3-hexyne,2117.922222840294,70.10309671168443
UOCLXMDMGBRAIB-UHFFFAOYSA-N,"1,1,1-trichloroethane",1907.3473205555795,66.11244032701073
KWOLFJPFCHCOCG-UHFFFAOYSA-N,acetophenone,3470.4756080864086,93.35199024075628
GSJFXBNYJCXDGI-UHFFFAOYSA-N,methyl_glycolate,1241.257413466023,51.56822795995915
YTZKOQUCBOVLHL-UHFFFAOYSA-N,tert-butylbenzene,5437.30984558116,115.31897167801023
OHMHBGPWCHTMQE-UHFFFAOYSA-N,"2,2-dichloro-1,1,1-trifluoroethane",1588.488396773361,57.4635302829199
SQCZQTSHSZLZIQ-UHFFFAOYSA-N,1-chloropentane,2585.8565487445167,76.09909754324573
LGUZHRODIJCVOC-UHFFFAOYSA-N,perfluoroheptane,6817.696386770094,107.11890392535857
JFDZBHWFFUWGJE-UHFFFAOYSA-N,benzonitrile,2546.6584693157015,80.97368194361592
LJSQFQKUNVCTIA-UHFFFAOYSA-N,diethyl_sulfide,2153.435362008968,71.64482527209728
PGMYKACGEOXYJE-UHFFFAOYSA-N,n-pentyl_acetate,3998.7999503630517,93.72446412195976
YYLLIJHXUHJATK-UHFFFAOYSA-N,cyclohexyl_acetate,4628.591719280816,100.61852659306317
RNVCVTLRINQCPJ-UHFFFAOYSA-N,o-toluidine,3118.3469610935435,88.73544645862566
MPPPKRYCTPRNTB-UHFFFAOYSA-N,1-bromobutane,2134.608193129018,70.51392637884302
JJNQHLLBFBGKEL-UHFFFAOYSA-N,butyl_tert-butyl_ether,4935.723531721809,104.13810631492913
IBSQPLPBRSHTTG-UHFFFAOYSA-N,o-chlorotoluene,3368.814864502282,92.21013233054563
NPDACUSDTOMAMK-UHFFFAOYSA-N,p-chlorotoluene,3369.7348180978515,92.2203778706383
LCEDQNDDFOCWGG-UHFFFAOYSA-N,4-formylmorpholine,2531.3550948920074,74.58618562321091
HNFSPSWQNZVCTB-UHFFFAOYSA-N,isopropyl_tert-butyl_ether,3889.3919362942524,92.41719130494126
MLRVZFYXUZQSRU-UHFFFAOYSA-N,1-chlorohexane,3452.6375017891214,87.84152707936616
VVQNEPGJFQJSBK-UHFFFAOYSA-N,methyl_methacrylate,2078.9753730182356,69.46667100317579
SOGAXMICEFXMKE-UHFFFAOYSA-N,n-butyl_methacrylate,4802.731800249687,104.66001416174363
RUMACXVDVNRZJZ-UHFFFAOYSA-N,isobutyl_methacrylate,4807.26298458988,104.7211828169055
HXDLWJWIAHWIKI-UHFFFAOYSA-N,glycol_monoacetate,1857.9512593413967,63.26092317765943
JTXMVXSTHSMVQF-UHFFFAOYSA-N,ethylene_glycol_diacetate,3614.340526549987,88.66824880747104
QMMFVYPAHWMCMS-UHFFFAOYSA-N,dimethyl_sulfide,934.9753211917595,48.12833061548069
WXEHBUMAEPOYKP-UHFFFAOYSA-N,methyl_ethyl_sulfide,1481.207957106138,59.88024645080498
QGJOPFRUJISHPQ-UHFFFAOYSA-N,carbon_disulfide,850.2858753735509,48.90949649861204
NKDDWNXOKDWJAK-UHFFFAOYSA-N,methylal,1169.0249436884144,50.11982778690619
CXBDYQVECUFKRK-UHFFFAOYSA-N,methyl_n-butyl_ether,2150.142494294927,68.64781305125885
NUVBSKCKDOMJSU-UHFFFAOYSA-N,ethyl-4-hydroxybenzoate,5464.107830813222,114.41908567037484
UIWXSTHGICQLQT-UHFFFAOYSA-N,vinyl_propionate,2074.5500518918498,69.32553268017993
XMGQYMWWDOXHJM-JTQLQIEISA-N,d-limonene,5710.01119351395,116.16145535482612
YRKCREAYFQTBPV-UHFFFAOYSA-N,acetylacetone,2021.3776429754143,67.30576134442265
VOPWNXZWBYDODV-UHFFFAOYSA-N,chlorodifluoromethane,494.7097258232305,31.971368992431994
IAQRGUVFOMOMEM-ARJAWSKDSA-N,cis-2-butene,1089.3028609274065,51.210102002894786
NUKZAGXMHTUAFE-UHFFFAOYSA-N,hexanoic_acid_methyl_ester,3999.01058809647,93.7405791160928
XNCNNDVCAUWAIT-UHFFFAOYSA-N,methyl_heptanoate,5062.217684706643,105.49081832651466
XTXRWKRVRITETP-UHFFFAOYSA-N,vinyl_acetate,1418.4384984854796,57.61839969582593
BGTOWKSIORTVQH-UHFFFAOYSA-N,cyclopentanone,1652.9332583002306,60.51434214149881
ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,2-octanone,4566.487576705391,100.75176754035803
ZBCBWPMODOFKDW-UHFFFAOYSA-N,diethanolamine,2282.3662696987512,70.2236235457282
QPRQEDXDYOZYLA-YFKPBYRVSA-N,2-methyl-1-butanol,2139.39374330176,68.36444323559189
XYIBRDXRRQCHLP-UHFFFAOYSA-N,ethyl_acetoacetate,3190.2124939635305,83.84393371279073
RJUFJBKOKNCXHH-UHFFFAOYSA-N,methyl_propionate,1561.642876932234,58.51026165364135
PYGXAGIECVVIOZ-UHFFFAOYSA-N,dibutyl_sebacate,24019.74206440968,229.56520017099888
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,biphenyl,6536.973723517628,131.2591010002034
SNMVRZFUUCLYTO-UHFFFAOYSA-N,n-propyl_chloride,1226.4680505817648,52.583138029407834
KPSSIOMAKSHJJG-UHFFFAOYSA-N,"2,2-dimethyl-1-propanol",2144.780905995418,68.46560092858164
QENGPZGAWFQWCZ-UHFFFAOYSA-N,3-methylthiophene,2260.205748940602,76.81892897086558
FXNDIJDIPNCZQJ-UHFFFAOYSA-N,"2,4,4-trimethyl-1-pentene",4198.820376991373,98.48335949364676
XTDYIOOONNVFMA-UHFFFAOYSA-N,dimethyl_glutarate,4622.540569423802,100.38026939059769
KNKRKFALVUDBJE-GSVOUGTGSA-N,"1,2-dichloropropane",1861.9848621685733,64.96859016920166
WFSMVVDJSNMRAR-UHFFFAOYSA-N,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,6537.4043273986235,118.31929714998428
COBPKKZHLDDMTB-UHFFFAOYSA-N,2-(2-(2-butoxyethoxy)ethoxy)ethanol,9343.994505863699,141.78416684722163
GDOPTJXRTPNYNR-UHFFFAOYSA-N,methylcyclopentane,2266.0641125870907,70.7207968898043
RAOIDOHSFRTOEL-UHFFFAOYSA-N,tetrahydrothiophene,1871.8996211282572,66.74945946410418
TZIHFWKZFHZASV-UHFFFAOYSA-N,methyl_formate,562.8621069806509,35.06234548604177
WBJINCZRORDGAQ-UHFFFAOYSA-N,ethyl_formate,998.4278187530883,46.738042613744824
KFNNIILCVOLYIR-UHFFFAOYSA-N,n-propyl_formate,1559.7301593867235,58.464014314590884
KAVGMUDTWQVPDF-UHFFFAOYSA-N,decafluorobutane,2499.981992808497,64.96522050919279
GWHJZXXIDMPWGX-UHFFFAOYSA-N,"1,2,4-trimethylbenzene",4326.5777851160965,103.43594609593774
WQOXQRCZOLPYPM-UHFFFAOYSA-N,dimethyl_disulfide,1785.0823711864634,67.86620064444485
CDOSHBSSFJOMGT-SNVBAGLBSA-N,linalool,6754.813854401464,125.64759715610347
XPDWGBQVDMORPB-UHFFFAOYSA-N,trifluoromethane,242.53547949312514,20.768330404202928
MXLMTQWGSQIYOW-RXMQYKEDSA-N,3-methyl-2-butanol,2143.7346257379263,68.43455681027446
STNJBCKSHOAVAJ-UHFFFAOYSA-N,methacrolein,1159.7456199038345,52.87720886962561
FVSKHRXBFJPNKK-UHFFFAOYSA-N,propionitrile,751.6207460005107,41.30679723083286
NBVXSUQYWXRMNV-UHFFFAOYSA-N,methyl_fluoride,150.17962807862918,17.42555038466435
IJMWOMHMDSDKGK-UHFFFAOYSA-N,isopropyl_propionate,3064.421038622845,82.020381753532
FKRCODPIKNYEAC-UHFFFAOYSA-N,ethyl_propionate,2249.0884916574755,70.24081330014991
WGLLSSPDPJPLOR-UHFFFAOYSA-N,"2,3-dimethyl-2-butene",2391.029455831339,74.80160960318445
HPEUJPJOZXNMSJ-UHFFFAOYSA-N,octadecanoic_acid_methyl_ester,25061.541717029642,234.9760450707753
AILKHAQXUAOOFU-UHFFFAOYSA-N,hexanenitrile,2615.220820962243,76.54530262169077
RFFFKMOABOFIDF-UHFFFAOYSA-N,valeronitrile,1868.0668580004647,64.78044066217062
FOCAUTSVDIKZOP-UHFFFAOYSA-N,chloroacetic_acid,1023.6318495105525,47.60190254708441
JXTHNDFMNIQAHM-UHFFFAOYSA-N,dichloroacetic_acid,1629.6267657520357,60.405035886579014
BMRWNKZVCUKKSR-SCSAIBSYSA-N,"1,2-butanediol",1749.7541004933819,61.1887870447164
OWWIWYDDISJUMY-UHFFFAOYSA-N,"2,3-dimethyl-1-butene",2390.7268921297546,74.83515043992423
JVSWJIKNEAIKJW-UHFFFAOYSA-N,2-methylheptane,4435.676475754306,99.1807385504709
HUMNYLRZRPPJDN-UHFFFAOYSA-N,benzaldehyde,2600.9483802343802,81.58876424274538
TWSRVQVEYJNFKQ-UHFFFAOYSA-N,n-pentyl_propanoate,5061.596053092875,105.4659362445103
YLQBMQCUIZJEEH-UHFFFAOYSA-N,furan,994.1954511064471,50.06665690129766
KFUSEUYYWQURPO-OWOJBTEDSA-N,"trans-1,2-dichloroethylene",1123.3647176750721,52.50083140309068
XIRNKXNNONJFQO-UHFFFAOYSA-N,ethyl-hexadecanoate,22609.87338112336,223.15591093081463
JQVDAXLFBXTEQA-UHFFFAOYSA-N,di-n-butylamine,5259.370307817098,108.16438921370238
WWUVJRULCWHUSA-UHFFFAOYSA-N,2-methyl-1-pentene,2388.300584200326,74.78986711912313
HCDGVLDPFQMKDK-UHFFFAOYSA-N,hexafluoropropylene,1136.6408544865403,46.04073107669988
AFBPFSWMIHJQDM-UHFFFAOYSA-N,n-methylaniline,3119.274996530717,88.8333361539894
CNDHHGUSRIZDSL-UHFFFAOYSA-N,1-chlorooctane,5564.09774103472,111.35908167048456
WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",1736.5506613306752,57.331298984053156
XAOGXQMKWQFZEM-UHFFFAOYSA-N,isoamyl_propionate,5065.666009440106,105.5193967484165
MVLVMROFTAUDAG-UHFFFAOYSA-N,octadecanoic_acid_ethyl_ester,27642.711973820395,246.78533055483138
YZWKKMVJZFACSU-UHFFFAOYSA-N,1-bromopentane,2927.6046998874463,82.26312286208588
JLTDJTHDQAWBAV-UHFFFAOYSA-N,"n,n-dimethylaniline",4076.227893550209,100.78689315664441
KAESVJOAVNADME-UHFFFAOYSA-N,pyrrole,1148.6836380649784,54.2534211166227
ZQPPMHVWECSIRJ-KTKRTIGZSA-N,oleic_acid,22019.03638592495,222.0786799323303
KJPRLNWUNMBNBZ-QPJJXVBHSA-N,cinnamaldehyde,4223.275072792392,104.27624401202911
NQBXSWAWVZHKBZ-UHFFFAOYSA-N,ethylene_glycol_monobutyl_ether_acetate,5597.9444070214695,110.47082498411257
VMKMZRBPOSNUMX-PHDIDXHHSA-N,dipropylene_glycol,3760.21389063654,89.65015558312454
ICMAFTSLXCXHRK-UHFFFAOYSA-N,ethyl-pentanoate,3998.7400018987328,93.72209633465292
KIDHWZJUCRJVML-UHFFFAOYSA-N,"1,4-diaminobutane",2178.753200399084,69.85146939341753
PWGJDPKCLMLPJW-UHFFFAOYSA-N,"1,8-octanediamine",6139.973729109343,116.91458011893748
WRMNZCZEMHIOCP-UHFFFAOYSA-N,2-phenylethanol,3755.6103053148527,96.2137837687171
RHQDFWAXVIIEBN-UHFFFAOYSA-N,"2,2,2-trifluoroethanol",725.0379564953313,36.948596952357576
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,3073.8782857751557,88.58982262037271
YHRUOJUYPBUZOS-UHFFFAOYSA-N,"1,3-dichloropropane",1863.415588367981,65.01519965064368
KJDRSWPQXHESDQ-UHFFFAOYSA-N,"1,4-dichlorobutane",2605.380132654726,76.7092951903455
XPFVYQJUAUNWIW-UHFFFAOYSA-N,furfuryl_alcohol,1847.784435264461,66.51141648542568
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,diethyl_malonate,4632.1806768521465,100.47797221614263
QFOHBWFCKVYLES-UHFFFAOYSA-N,butyl-4-hydroxybenzoate,8047.256231113296,137.86946587863758
GWYFCOCPABKNJV-UHFFFAOYSA-N,isovaleric_acid,2242.105136255284,70.02811814075979
WGYKZJWCGVVSQN-UHFFFAOYSA-N,n-propylamine,1080.209538702222,49.2045303369626
JJWLVOIRVHMVIS-UHFFFAOYSA-N,isopropylamine,1081.9613548700568,49.24609158450344
HPNMFZURTQLUMO-UHFFFAOYSA-N,diethylamine,1666.9030414759188,61.08562402788581
HGINCPLSRVDWNT-UHFFFAOYSA-N,acrolein,684.1776974128808,41.1510008986177
HGBOYTHUEUWSSQ-UHFFFAOYSA-N,pentanal,1916.0469698721843,65.3932971531567
MLUCVPSAIODCQM-NSCUHMNNSA-N,trans-crotonaldehyde,1158.8781050846312,52.8667337241962
XNNQFQFUQLJSQT-UHFFFAOYSA-N,bromotrichloromethane,2290.4494237410636,74.03280388785598
FJBFPHVGVWTDIP-UHFFFAOYSA-N,dibromomethane,1191.669637500781,54.78808326389584
JPOXNPPZZKNXOV-UHFFFAOYSA-N,bromochloromethane,960.771592731642,48.269085861716576
GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,4516.7607806285705,98.56302682565955
LZCLXQDLBQLTDK-BYPYZUCNSA-N,ethyl_lactate,2600.409054960239,74.94664536469959
ITQTTZVARXURQS-UHFFFAOYSA-N,3-methylpyridine,2255.1794563812614,75.21547741130442
XUPYJHCZDLZNFP-UHFFFAOYSA-N,n-butyl_n-butyrate,5060.565922633979,105.45314159852491
SMWDFEZZVXVKRB-UHFFFAOYSA-N,quinoline,4154.081000622633,103.94978528294386
DTQVDTLACAAQTR-UHFFFAOYSA-N,trifluoroacetic_acid,812.0727850623371,39.41769472164361
ZRKMQKLGEQPLNS-UHFFFAOYSA-N,n-pentyl_mercaptan,2942.736184819689,83.32057741285482
OYHQOLUKZRVURQ-HZJYTTRNSA-N,linoleic_acid,21466.724630434954,221.2484208215261
MHDVGSVTJDSBDK-UHFFFAOYSA-N,dibenzyl_ether,10055.482844203907,159.6995997111801
DOIRQSBPFJWKBE-UHFFFAOYSA-N,di-n-butyl_phthalate,17041.60848311957,198.76884436572297
FDOPVENYMZRARC-UHFFFAOYSA-N,"1,1,1,2,2-pentafluoropropane",1157.3169776847658,45.988349700378286
NAMYKGVDVNBCFQ-UHFFFAOYSA-N,2-bromopropane,1470.5141809845938,58.82673598838443
NEHMKBQYUWJMIP-UHFFFAOYSA-N,methyl_chloride,369.2157435172929,29.119971645524483
IBYHHJPAARCAIE-UHFFFAOYSA-N,1-bromo-2-chloroethane,1500.1192946307488,59.728745764584126
HBZDPWBWBJMYRY-UHFFFAOYSA-N,caprinitrile,6859.806321428083,123.61375437677636
GRWFGVWFFZKLTI-IUCAKERBSA-N,alpha-pinene,5528.337097685906,112.18737613507224
HCFAJYNVAYBARA-UHFFFAOYSA-N,4-heptanone,3558.0989173277712,88.97183380279586
CCAFPWNGIUBUSD-UHFFFAOYSA-N,diethyl_sulfoxide,2514.1685987423525,76.4799855488515
LBKDGROORAKTLC-UHFFFAOYSA-N,"1,5-dichloropentane",3474.910726341444,88.4542948782024
VEFLKXRACNJHOV-UHFFFAOYSA-N,"1,3-dibromopropane",2494.5840691771336,77.71115743982278
AOGQPLXWSUTHQB-UHFFFAOYSA-N,n-hexyl_acetate,5065.901733511172,105.52581480045626
HRYZWHHZPQKTII-UHFFFAOYSA-N,ethyl_chloride,734.7837201592803,40.82125475977125
FSGHEPDRMHVUCQ-UHFFFAOYSA-N,2-ethoxypropene,1980.2955208713602,67.7380951893949
GIAFURWZWWWBQT-UHFFFAOYSA-N,2-aminoethoxyethanol,2291.4371244550207,70.40838824041396
GETTZEONDQJALK-UHFFFAOYSA-N,benzotrifluoride,2910.306519520876,83.26044223921593
LZDKZFUFMNSQCJ-UHFFFAOYSA-N,"1,2-diethoxyethane",3351.21206689431,85.26387592644804
CUONGYYJJVDODC-UHFFFAOYSA-N,malononitrile,791.2843352519584,42.74993693427251
IAHFWCOBPZCAEA-UHFFFAOYSA-N,succinonitrile,1291.9121058832955,54.34413829067857
LHIJANUOQQMGNT-UHFFFAOYSA-N,n-aminoethyl_ethanolamine,2527.171572790925,74.66760833491362
NJCBUSHGCBERSK-UHFFFAOYSA-N,perfluoropentane,3703.2499274921356,79.00801057070485
BCCOBQSFUDVTJQ-UHFFFAOYSA-N,octafluorocyclobutane,1856.6368858950405,54.99102680102579
JBTWLSYIZRCDFO-UHFFFAOYSA-N,carbonic_acid_methyl_ethyl_ester,1866.5708324365223,63.42508896551066
HUAZGNHGCJGYNP-UHFFFAOYSA-N,n-propyl_n-butyrate,3997.6516904529244,93.70367655737576
FKNQCJSGGFJEIZ-UHFFFAOYSA-N,4-methylpyridine,2255.475891636079,75.22172589724602
ZQBFAOFFOQMSGJ-UHFFFAOYSA-N,hexafluorobenzene,2493.1452936242154,73.00599726182602
BGJSXRVXTHVRSN-UHFFFAOYSA-N,trioxane,1205.4469220239293,50.105631132338026
WEEGYLXZBRQIMU-WAAGHKOSSA-N,"1,8-cineole",6388.0393705920615,118.06091242313379
VILCJCGEZXAXTO-UHFFFAOYSA-N,triethylenetetramine,5545.98435290085,111.53167976059743
LXBGSDVWAMZHDD-UHFFFAOYSA-N,2-methyl-1h-imidazole,1553.0201958645732,61.36587141511641
PYGSKMBEVAICCR-UHFFFAOYSA-N,"1,5-hexadiene",2206.8584219359927,73.92750973575689
HFPZCAJZSCWRBC-UHFFFAOYSA-N,p-cymene,5431.794107243375,115.23635358854423
NBBJYMSMWIIQGU-UHFFFAOYSA-N,propanal,781.8948273120845,41.91238062268559
WGQKYBSKWIADBV-UHFFFAOYSA-N,benzylamine,3119.6464461300834,88.83610566801833
VKCYHJWLYTUGCC-UHFFFAOYSA-N,2-nonanone,5695.658138297303,112.46938136161042
LHXDLQBQYFFVNW-XCBNKYQSSA-N,(+)-fenchone,5963.420876152784,114.6247766874687
AOHJOMMDDJHIJH-VKHMYHEASA-N,"1,2-propanediamine",1504.6193233742592,58.135375987792116
YBRBMKDOPFTVDT-UHFFFAOYSA-N,tert-butylamine,1670.457914577853,61.10836587403053
HXVNBWAKAOHACI-UHFFFAOYSA-N,diisopropyl_ketone,3564.6046607221947,89.06519150663968
LEQCJROTXBYLEU-IWSPIJDZSA-N,tripropylene_glycol,7867.913151225443,129.84167941735691
KCXMKQUNVWSEMD-UHFFFAOYSA-N,benzyl_chloride,3370.366544509078,92.28066033344514
ZLCSFXXPPANWQY-UHFFFAOYSA-N,m-ethyltoluene,4324.2442856073685,103.42184815751115
JRLPEMVDPFPYPJ-UHFFFAOYSA-N,p-ethyltoluene,4324.390870013619,103.42399299497839
VMOWKUTXPNPTEN-UHFFFAOYSA-N,dimethyl_isopropyl_amine,2388.825091753938,73.1053791145304
IKHGUXGNUITLKF-UHFFFAOYSA-N,acetaldehyde,402.94356099007825,30.203589122449873
RPNUMPOLZDHAAY-UHFFFAOYSA-N,diethylenetriamine,2771.691789432567,78.91336779511677
WYACBZDAHNBPPB-UHFFFAOYSA-N,diethyl_oxalate,3624.1177748625905,88.78200640953308
OUDFNZMQXZILJD-UHFFFAOYSA-N,5-methylfurfural,2355.9233923131087,75.47158319886887
MTZQAGJQAFMTAQ-UHFFFAOYSA-N,ethyl_benzoate,4957.839765573238,109.88516371456429
JARKCYVAAOWBJS-UHFFFAOYSA-N,hexanal,2673.3623182330475,77.1783589123774
DLRJIFUOBPOJNS-UHFFFAOYSA-N,phenetole,3769.829825342657,96.4055112895521
LXCFILQKKLGQFO-UHFFFAOYSA-N,methyl-p-hydroxybenzoate,4361.123408077256,102.72180650131172
XWJBRBSPAODJER-UHFFFAOYSA-N,"1,7-octadiene",3942.413154728287,97.42957565513295
XQQBUAPQHNYYRS-UHFFFAOYSA-N,2-methylthiophene,2260.9119527544176,76.8377394289925
WFCSWCVEJLETKA-UHFFFAOYSA-N,n-(2-hydroxyethyl)piperazine,3973.1621168437678,93.50136474719635
HNVRRHSXBLFLIG-UHFFFAOYSA-N,2-methyl-3-buten-2-ol,1975.8982443102873,67.64308184751324
SQNZJJAZBFDUTD-UHFFFAOYSA-N,"1,2,4,5-tetramethylbenzene",5433.260540316351,115.21796458025517
SHZIWNPUGXLXDT-UHFFFAOYSA-N,ethyl-hexanoate,5063.179130772096,105.48938168836253
RGXWDWUGBIJHDO-UHFFFAOYSA-N,ethyl-decanoate,10576.54963552391,152.56302103910534
QSJXEFYPDANLFS-UHFFFAOYSA-N,"2,3-butanedione",1372.259547800315,55.515256495253745
SVONRAPFKPVNKG-UHFFFAOYSA-N,2-ethoxyethyl_acetate,3477.6759512106064,86.91493361090171
WRQNANDWMGAFTP-UHFFFAOYSA-N,methyl_acetoacetate,2367.1895753522144,72.25298333180208
JRXXLCKWQFKACW-UHFFFAOYSA-N,diphenylacetylene,8474.756902561996,149.3404790785786
DHKHKXVYLBGOIT-UHFFFAOYSA-N,acetal,3361.2279084454885,85.41423994013833
HNHVTXYLRVGMHD-UHFFFAOYSA-N,n-butyl_isocyanate,2214.916781217209,70.0430751651945
ABDKAPXRBAPSQN-UHFFFAOYSA-N,"1,2-dimethoxybenzene",4231.650426704175,101.33438696152302
OSDWBNJEKMUWAV-UHFFFAOYSA-N,3-chloropropene,1101.833781312683,51.814248938909586
CYNYIHKIEHGYOZ-UHFFFAOYSA-N,1-bromopropane,1468.2305630701874,58.79502722206212
LSXKDWGTSHCFPP-UHFFFAOYSA-N,1-bromoheptane,4888.269551880876,105.73947348756641
VAJVDSVGBWFCLW-UHFFFAOYSA-N,3-phenyl-1-propanol,4788.293746201125,107.98045704453695
LKLFXAVIFCLZQS-UHFFFAOYSA-N,"1,1,2,2,3,3,4,4-octafluorobutane_[hfc-338pcc]",2142.655509725495,60.87828671669799
IAYPIBMASNFSPL-UHFFFAOYSA-N,ethylene_oxide,378.4179433210157,28.433929112348537
BZHJMEDXRYGGRV-UHFFFAOYSA-N,vinyl_chloride,639.8904651449681,40.02038381748281
IQVAERDLDAZARL-MRVPVSSYSA-N,2-phenylpropionaldehyde,4461.435230985676,105.10689139519758
CPJRRXSHAYUTGL-UHFFFAOYSA-N,3-methyl-3-buten-1-ol,1969.7958181725974,67.54806427092953
FWFSEYBSWVRWGL-UHFFFAOYSA-N,2-cyclohexen-1-one,2184.2284949002546,71.48578582049934
ULYZAYCEDJDHCC-UHFFFAOYSA-N,isopropyl_chloride,1227.5583697628365,52.59282345798842
BFKJFAAPBSQJPD-UHFFFAOYSA-N,tetrafluoroethylene,509.976151965714,31.007496449254823
DJEQZVQFEPKLOY-UHFFFAOYSA-N,"n,n-dimethyl-n-butylamine",3219.2171847723835,84.76707608681764
UQKAOOAFEFCDGT-UHFFFAOYSA-N,"n,n-dimethyloctylamine",7823.817189652515,131.8871747773788
HYFLWBNQFMXCPA-UHFFFAOYSA-N,o-ethyltoluene,4325.073543319661,103.43214232039708
WMXCDAVJEZZYLT-UHFFFAOYSA-N,tert-butyl_mercaptan,2154.9705516976433,71.69187513818758
BOSAWIQFTJIYIS-UHFFFAOYSA-N,"1,1,1-trichlorotrifluoroethane",2328.7555526200217,70.28810724182247
GTCAXTIRRLKXRU-UHFFFAOYSA-N,methylcarbamate,889.3621997483783,44.17930701004349
IAGUPODHENSJEZ-UHFFFAOYSA-N,n-phenyl_carbamic_acid_methylester,4694.138431969769,107.15378504761068
RFCAUADVODFSLZ-UHFFFAOYSA-N,chloropentafluoroethane,1212.9672106476828,47.84915449445819
NGAZZOYFWWSOGK-UHFFFAOYSA-N,3-heptanone,3557.1954638473735,88.95841226118067
